,4,8,12,16,20,24,28,32,36
Number of samples,14295,13185,3706,2405,1060,487,299,98,19
Mean absolute node diff,0.7942637285764254,2.368297307546454,4.2255801403130056,5.054469854469854,6.343396226415094,7.5893223819301845,9.321070234113712,10.520408163265307,9.789473684210526
Mean absolute bond diff,0.6717033927946835,2.2497535077739856,4.815974096060443,6.826195426195426,8.708490566037735,10.852156057494867,13.505016722408026,15.418367346938776,14.578947368421053
Mean Hausdorff distance,1.5281557862159425,2.3120776389779194,2.5684339515193084,2.266006072437982,2.2518317796255345,2.2863972085565414,2.257079608346154,2.2269738655442577,2.0538417806121925
Mean matching distance,0.16795368591904583,0.19250526925906858,0.20696783073469158,0.2039796333234704,0.19696760709918898,0.19726248697849344,0.19912782574126228,0.18952688813929464,0.190124947188671
Missing atoms (mean),1.386827523321877,4.221454075818582,7.485282203618688,9.167151767151767,11.115094339622642,12.985626283367557,15.76923076923077,17.20408163265306,16.94736842105263
Missing atoms (std),1.0702886177332451,1.4183830517798426,2.066080099645727,3.434374660634315,4.585041150261424,5.332265773883915,5.3671479702636695,5.354683594900765,4.627989039364339
Extra atoms (mean),0.9424843936311987,1.9614829446174884,3.4029165541452877,4.247401247401247,4.847169811320755,5.433264887063655,6.454849498327759,6.683673469387755,7.157894736842105
Extra atoms (std),1.0258234520821128,1.38296557239778,1.9552686464190159,2.219156463309222,2.4890783149504494,2.6722319570152533,2.743274212586648,2.5856627412996276,2.9604970758789966
